As-Of-Date,Symbol,Name,% of Assets,Market Value
2021-02-28,VRTS,VIRTUS INVESTMENT PARTNERS COMMON STOCK USD.01,0.0655508100,3946155.2000000000
2021-02-28,NTB,BANK OF N.T. BUTTERFIELD+SON COMMON STOCK BMD1.0,0.0655293100,3944860.9200000000
2021-02-28,GLUU,GLU MOBILE INC COMMON STOCK USD.0001,0.0653925600,3936628.8000000000
2021-02-28,MFA,MFA FINANCIAL INC REIT USD.01,0.0653880300,3936355.8600000000
2021-02-28,IGT,INTERNATIONAL GAME TECHNOLOG COMMON STOCK USD.1,0.0651777800,3923698.8300000000
2021-02-28,SBH,SALLY BEAUTY HOLDINGS INC COMMON STOCK USD.01,0.0650951400,3918723.9000000000
2021-02-28,MD,MEDNAX INC COMMON STOCK USD.01,0.0650447300,3915689.2600000000
2021-02-28,CPK,CHESAPEAKE UTILITIES CORP COMMON STOCK USD.4867,0.0650327900,3914970.4400000000
2021-02-28,PRFT,PERFICIENT INC COMMON STOCK USD.001,0.0650222900,3914338.7200000000
2021-02-28,TWNK,HOSTESS BRANDS INC COMMON STOCK USD.0001,0.0645915500,3888408.2400000000
2021-02-28,BANR,BANNER CORPORATION COMMON STOCK USD.01,0.0645083000,3883396.4400000000
2021-02-28,KAR,KAR AUCTION SERVICES INC COMMON STOCK USD.01,0.0644338500,3878914.7800000000
2021-02-28,ENDP,ENDO INTERNATIONAL PLC COMMON STOCK USD.0001,0.0643742700,3875327.5600000000
2021-02-28,PLAY,DAVE + BUSTER S ENTERTAINMEN COMMON STOCK USD.01,0.0643176600,3871919.8400000000
2021-02-28,KALU,KAISER ALUMINUM CORP COMMON STOCK USD.01,0.0642978700,3870728.4000000000
2021-02-28,OPK,OPKO HEALTH INC COMMON STOCK USD.01,0.0642507800,3867894.0000000000
2021-02-28,DEA,EASTERLY GOVERNMENT PROPERTI REIT USD.01,0.0640378000,3855072.2000000000
2021-02-28,COHU,COHU INC COMMON STOCK USD1.0,0.0637791700,3839502.7000000000
2021-02-28,DRNA,DICERNA PHARMACEUTICALS INC COMMON STOCK USD.0001,0.0637638300,3838579.5000000000
2021-02-28,PRK,PARK NATIONAL CORP COMMON STOCK,0.0636726100,3833088.0000000000
2021-02-28,TROX,TRONOX HOLDINGS PLC  A COMMON STOCK USD.01,0.0633391600,3813014.3800000000
2021-02-28,INO,INOVIO PHARMACEUTICALS INC COMMON STOCK USD.001,0.0632029400,3804813.6000000000
2021-02-28,PATK,PATRICK INDUSTRIES INC COMMON STOCK,0.0631715900,3802926.3300000000
2021-02-28,RVMD,REVOLUTION MEDICINES INC COMMON STOCK,0.0631515100,3801718.0000000000
2021-02-28,CMPR,CIMPRESS PLC COMMON STOCK EUR.01,0.0631396900,3801006.0400000000
2021-02-28,TBK,TRIUMPH BANCORP INC COMMON STOCK USD.01,0.0625717100,3766813.7000000000
2021-02-28,YEXT,YEXT INC COMMON STOCK USD.001,0.0624489100,3759420.9600000000
2021-02-28,RUSHA,RUSH ENTERPRISES INC CL A COMMON STOCK USD.01,0.0622918000,3749963.4000000000
2021-02-28,LNN,LINDSAY CORP COMMON STOCK USD1.0,0.0622313600,3746324.5000000000
2021-02-28,CFFN,CAPITOL FEDERAL FINANCIAL IN COMMON STOCK USD.01,0.0621077800,3738885.4800000000
2021-02-28,SASR,SANDY SPRING BANCORP INC COMMON STOCK USD1.0,0.0620676000,3736466.6600000000
2021-02-28,PLMR,PALOMAR HOLDINGS INC COMMON STOCK USD.0001,0.0619978800,3732269.4600000000
2021-02-28,KURA,KURA ONCOLOGY INC COMMON STOCK USD.0001,0.0619321400,3728312.0000000000
2021-02-28,BOOT,BOOT BARN HOLDINGS INC COMMON STOCK USD.0001,0.0618321900,3722294.9400000000
2021-02-28,RLGY,REALOGY HOLDINGS CORP COMMON STOCK USD.01,0.0617070600,3714761.9600000000
2021-02-28,CSWI,CSW INDUSTRIALS INC COMMON STOCK USD.01,0.0616023600,3708458.8100000000
2021-02-28,GSHD,GOOSEHEAD INSURANCE INC  A COMMON STOCK USD.01,0.0614261100,3697848.8400000000
2021-02-28,LILAK,LIBERTY LATIN AMERIC CL C COMMON STOCK USD.01,0.0613791500,3695021.5200000000
2021-02-28,CWK,CUSHMAN + WAKEFIELD PLC COMMON STOCK USD.01,0.0613548500,3693558.9600000000
2021-02-28,ANF,ABERCROMBIE + FITCH CO CL A COMMON STOCK USD.01,0.0611324500,3680170.2000000000
2021-02-28,LKFN,LAKELAND FINANCIAL CORP COMMON STOCK,0.0610849400,3677310.3500000000
2021-02-28,CLNE,CLEAN ENERGY FUELS CORP COMMON STOCK USD.0001,0.0607378600,3656416.0000000000
2021-02-28,GRWG,GROWGENERATION CORP COMMON STOCK USD.001,0.0603817300,3634977.0600000000
2021-02-28,GNL,GLOBAL NET LEASE INC REIT USD.01,0.0600622200,3615742.3200000000
2021-02-28,FOCS,FOCUS FINANCIAL PARTNERS A COMMON STOCK USD.01,0.0599823100,3610932.1200000000
2021-02-28,DCPH,DECIPHERA PHARMACEUTICALS IN COMMON STOCK USD.01,0.0598528400,3603137.7800000000
2021-02-28,EPC,EDGEWELL PERSONAL CARE CO COMMON STOCK USD.01,0.0597511600,3597016.9200000000
2021-02-28,CVA,COVANTA HOLDING CORP COMMON STOCK USD.1,0.0596756700,3592472.6000000000
2021-02-28,FARO,FARO TECHNOLOGIES INC COMMON STOCK USD.001,0.0596669600,3591948.1800000000
2021-02-28,PRAA,PRA GROUP INC COMMON STOCK USD.01,0.0596661000,3591896.4200000000
2021-02-28,NPO,ENPRO INDUSTRIES INC COMMON STOCK USD.01,0.0595637500,3585734.8800000000
2021-02-28,NWBI,NORTHWEST BANCSHARES INC COMMON STOCK USD.01,0.0593113200,3570538.5200000000
2021-02-28,PAR,PAR TECHNOLOGY CORP/DEL COMMON STOCK USD.02,0.0592920400,3569377.9200000000
2021-02-28,DOMO,DOMO INC   CLASS B COMMON STOCK USD.001,0.0592848300,3568943.7300000000
2021-02-28,RVNC,REVANCE THERAPEUTICS INC COMMON STOCK USD.001,0.0592761100,3568418.8800000000
2021-02-28,JOE,ST JOE CO/THE COMMON STOCK,0.0592724000,3568195.6800000000
2021-02-28,SJW,SJW GROUP COMMON STOCK USD.001,0.0592389000,3566178.6000000000
2021-02-28,DLX,DELUXE CORP COMMON STOCK USD1.0,0.0591171000,3558846.3700000000
2021-02-28,MNR,MONMOUTH REAL ESTATE INV COR REIT USD.01,0.0589145200,3546651.0400000000
2021-02-28,OTTR,OTTER TAIL CORP COMMON STOCK USD5.0,0.0588570300,3543190.3600000000
2021-02-28,CENTA,CENTRAL GARDEN AND PET CO A COMMON STOCK USD.01,0.0584932900,3521293.3000000000
2021-02-28,HCAT,HEALTH CATALYST INC COMMON STOCK USD.001,0.0584570800,3519113.2600000000
2021-02-28,HTLF,HEARTLAND FINANCIAL USA INC COMMON STOCK USD1.0,0.0582084300,3504144.5400000000
2021-02-28,REAL,REALREAL INC/THE COMMON STOCK USD.00001,0.0581803400,3502453.4400000000
2021-02-28,CSII,CARDIOVASCULAR SYSTEMS INC COMMON STOCK,0.0581706200,3501868.3000000000
2021-02-28,IMGN,IMMUNOGEN INC COMMON STOCK USD.01,0.0581240300,3499063.7500000000
2021-02-28,CCS,CENTURY COMMUNITIES INC COMMON STOCK USD.01,0.0580083100,3492097.6200000000
2021-02-28,CXP,COLUMBIA PROPERTY TRUST INC REIT USD.01,0.0579884500,3490901.7200000000
2021-02-28,PJT,PJT PARTNERS INC   A COMMON STOCK,0.0579811500,3490462.0800000000
2021-02-28,GVA,GRANITE CONSTRUCTION INC COMMON STOCK USD.01,0.0577824300,3478499.6400000000
2021-02-28,INFN,INFINERA CORP COMMON STOCK USD.001,0.0577576700,3477008.5500000000
2021-02-28,AKR,ACADIA REALTY TRUST REIT USD.001,0.0576639300,3471365.4300000000
2021-02-28,PRIM,PRIMORIS SERVICES CORP COMMON STOCK USD.0001,0.0575995800,3467492.0000000000
2021-02-28,OSIS,OSI SYSTEMS INC COMMON STOCK,0.0574164700,3456468.6000000000
2021-02-28,ADUS,ADDUS HOMECARE CORP COMMON STOCK USD.001,0.0572194300,3444606.5400000000
2021-02-28,HMN,HORACE MANN EDUCATORS COMMON STOCK USD.001,0.0572025000,3443587.5400000000
2021-02-28,QTRX,QUANTERIX CORP COMMON STOCK USD.001,0.0571371900,3439656.0000000000
2021-02-28,KRG,KITE REALTY GROUP TRUST REIT USD.01,0.0571209200,3438676.2600000000
2021-02-28,SAVA,CASSAVA SCIENCES INC COMMON STOCK USD.001,0.0571073700,3437860.8600000000
2021-02-28,LTC,LTC PROPERTIES INC REIT USD.01,0.0570572700,3434844.5100000000
2021-02-28,TBIO,TRANSLATE BIO INC COMMON STOCK USD.001,0.0570097400,3431983.6200000000
2021-02-28,HRTX,HERON THERAPEUTICS INC COMMON STOCK USD.01,0.0568247100,3420844.4800000000
2021-02-28,SM,SM ENERGY CO COMMON STOCK USD.01,0.0567047100,3413620.9800000000
2021-02-28,NYMT,NEW YORK MORTGAGE TRUST INC REIT USD.02,0.0566773400,3411973.2300000000
2021-02-28,AMWD,AMERICAN WOODMARK CORP COMMON STOCK,0.0566651600,3411239.7900000000
2021-02-28,GTN,GRAY TELEVISION INC COMMON STOCK,0.0565035300,3401509.6500000000
2021-02-28,GNW,GENWORTH FINANCIAL INC CL A COMMON STOCK USD.001,0.0564073700,3395720.6400000000
2021-02-28,CNS,COHEN + STEERS INC COMMON STOCK USD.01,0.0562662400,3387224.9400000000
2021-02-28,WABC,WESTAMERICA BANCORPORATION COMMON STOCK,0.0562588100,3386777.7300000000
2021-02-28,AAT,AMERICAN ASSETS TRUST INC REIT USD.01,0.0562548500,3386538.9600000000
2021-02-28,EGBN,EAGLE BANCORP INC COMMON STOCK USD.01,0.0561407100,3379667.9200000000
2021-02-28,LOB,LIVE OAK BANCSHARES INC COMMON STOCK NPV,0.0560813400,3376093.7100000000
2021-02-28,SYKE,SYKES ENTERPRISES INC COMMON STOCK USD.01,0.0559253100,3366700.5600000000
2021-02-28,ATSG,AIR TRANSPORT SERVICES GROUP COMMON STOCK USD.01,0.0559086300,3365696.6400000000
2021-02-28,MODV,MODIVCARE INC COMMON STOCK USD.001,0.0557036600,3353357.7000000000
2021-02-28,NBTB,N B T BANCORP INC COMMON STOCK USD.01,0.0553067700,3329464.5400000000
2021-02-28,WDR,WADDELL + REED FINANCIAL A COMMON STOCK USD.01,0.0552997400,3329041.5600000000
2021-02-28,CBZ,CBIZ INC COMMON STOCK USD.01,0.0552702000,3327263.5500000000
2021-02-28,HOPE,HOPE BANCORP INC COMMON STOCK USD.001,0.0551529100,3320202.2000000000
2021-02-28,DK,DELEK US HOLDINGS INC COMMON STOCK USD.01,0.0550258700,3312554.5600000000
2021-02-28,MBUU,MALIBU BOATS INC   A COMMON STOCK USD.01,0.0549082900,3305476.3000000000
2021-02-28,EHTH,EHEALTH INC COMMON STOCK USD.001,0.0548964300,3304762.1400000000
2021-02-28,TTEC,TTEC HOLDINGS INC COMMON STOCK USD.01,0.0548573700,3302410.8600000000
2021-02-28,ASTE,ASTEC INDUSTRIES INC COMMON STOCK USD.2,0.0547952400,3298670.6400000000
2021-02-28,WKHS,WORKHORSE GROUP INC COMMON STOCK USD.001,0.0546973500,3292777.9500000000
2021-02-28,ICFI,ICF INTERNATIONAL INC COMMON STOCK USD.001,0.0546237500,3288347.2500000000
2021-02-28,AXNX,AXONICS MODULATION TECHNOLOG COMMON STOCK USD.0001,0.0545847200,3285997.6500000000
2021-02-28,UIS,UNISYS CORP COMMON STOCK USD.01,0.0545426400,3283464.3000000000
2021-02-28,HNI,HNI CORP COMMON STOCK USD1.0,0.0544982700,3280792.9700000000
2021-02-28,WHD,CACTUS INC   A COMMON STOCK USD.01,0.0544516900,3277988.8500000000
2021-02-28,GBX,GREENBRIER COMPANIES INC COMMON STOCK,0.0544123500,3275621.0000000000
2021-02-28,GMS,GMS INC COMMON STOCK USD.01,0.0543802300,3273687.0000000000
2021-02-28,EVH,EVOLENT HEALTH INC   A COMMON STOCK USD.01,0.0542621200,3266576.9500000000
2021-02-28,CSGS,CSG SYSTEMS INTL INC COMMON STOCK USD.01,0.0541626700,3260589.8000000000
2021-02-28,ALG,ALAMO GROUP INC COMMON STOCK USD.1,0.0541456600,3259566.2800000000
2021-02-28,ARGO,ARGO GROUP INTERNATIONAL COMMON STOCK USD1.0,0.0539367900,3246991.8600000000
2021-02-28,TVTX,TRAVERE THERAPEUTICS INC COMMON STOCK USD.0001,0.0538449400,3241462.6800000000
2021-02-28,ZUO,ZUORA INC   CLASS A COMMON STOCK,0.0538281500,3240451.9900000000
2021-02-28,TUP,TUPPERWARE BRANDS CORP COMMON STOCK USD.01,0.0537402800,3235161.9600000000
2021-02-28,MGY,MAGNOLIA OIL + GAS CORP   A COMMON STOCK USD.0001,0.0537215400,3234033.7200000000
2021-02-28,SILK,SILK ROAD MEDICAL INC COMMON STOCK USD.001,0.0536282500,3228417.6500000000
2021-02-28,RCUS,ARCUS BIOSCIENCES INC COMMON STOCK USD.0001,0.0535191000,3221847.2400000000
2021-02-28,ARCB,ARCBEST CORP COMMON STOCK USD.01,0.0533624800,3212418.4300000000
2021-02-28,USPH,U.S. PHYSICAL THERAPY INC COMMON STOCK USD.01,0.0533091900,3209210.5200000000
2021-02-28,LAUR,LAUREATE EDUCATION INC A COMMON STOCK USD.001,0.0530549400,3193905.0000000000
2021-02-28,GWB,GREAT WESTERN BANCORP INC COMMON STOCK USD.01,0.0529861700,3189765.0400000000
2021-02-28,IRWD,IRONWOOD PHARMACEUTICALS INC COMMON STOCK USD.001,0.0528143500,3179421.1800000000
2021-02-28,AMRS,AMYRIS INC COMMON STOCK,0.0527359900,3174703.8000000000
2021-02-28,PBI,PITNEY BOWES INC COMMON STOCK USD1.0,0.0526585900,3170044.4800000000
2021-02-28,CASH,META FINANCIAL GROUP INC COMMON STOCK USD.01,0.0526558500,3169879.5900000000
2021-02-28,TPIC,TPI COMPOSITES INC COMMON STOCK USD.01,0.0526089300,3167054.6600000000
2021-02-28,CORE,CORE MARK HOLDING CO INC COMMON STOCK USD.01,0.0523266600,3150062.4600000000
2021-02-28,PFS,PROVIDENT FINANCIAL SERVICES COMMON STOCK USD.01,0.0522714100,3146736.0400000000
2021-02-28,NMRK,NEWMARK GROUP INC CLASS A COMMON STOCK USD.01,0.0522621700,3146179.8000000000
2021-02-28,SWM,SCHWEITZER MAUDUIT INTL INC COMMON STOCK USD.1,0.0521760500,3140995.3000000000
2021-02-28,NWN,NORTHWEST NATURAL HOLDING CO COMMON STOCK,0.0521457200,3139169.8700000000
2021-02-28,SMCI,SUPER MICRO COMPUTER INC COMMON STOCK USD.001,0.0519522100,3127520.2400000000
2021-02-28,GOLF,ACUSHNET HOLDINGS CORP COMMON STOCK USD.001,0.0519124100,3125124.4000000000
2021-02-28,UNFI,UNITED NATURAL FOODS INC COMMON STOCK USD.01,0.0517282500,3114037.8500000000
2021-02-28,MODN,MODEL N INC COMMON STOCK USD.00015,0.0515326800,3102264.5500000000
2021-02-28,MEI,METHODE ELECTRONICS INC COMMON STOCK USD.5,0.0513410800,3090730.5600000000
2021-02-28,SKT,TANGER FACTORY OUTLET CENTER REIT USD.01,0.0512572700,3085685.3400000000
2021-02-28,TTMI,TTM TECHNOLOGIES COMMON STOCK USD.001,0.0507851300,3057262.4000000000
2021-02-28,AAWW,ATLAS AIR WORLDWIDE HOLDINGS COMMON STOCK USD.01,0.0505777000,3044774.7700000000
2021-02-28,AMRC,AMERESCO INC CL A COMMON STOCK USD.0001,0.0505076000,3040554.7200000000
2021-02-28,CALM,CAL MAINE FOODS INC COMMON STOCK USD.01,0.0503477400,3030931.2000000000
2021-02-28,LMNX,LUMINEX CORP COMMON STOCK USD.001,0.0502709900,3026311.2000000000
2021-02-28,WW,WW INTERNATIONAL INC COMMON STOCK,0.0501090400,3016561.5900000000
2021-02-28,PLT,PLANTRONICS INC COMMON STOCK USD.01,0.0500731200,3014399.5200000000
2021-02-28,RGNX,REGENXBIO INC COMMON STOCK USD.0001,0.0500638200,3013839.7000000000
2021-02-28,MTRN,MATERION CORP COMMON STOCK,0.0500222900,3011339.5200000000
2021-02-28,MHO,M/I HOMES INC COMMON STOCK USD.01,0.0499323700,3005926.1000000000
2021-02-28,RAVN,RAVEN INDUSTRIES INC COMMON STOCK USD1.0,0.0498895300,3003347.2000000000
2021-02-28,CATM,CARDTRONICS PLC   A COMMON STOCK USD.01,0.0498038200,2998187.7000000000
2021-02-28,TNC,TENNANT CO COMMON STOCK USD.375,0.0496908000,2991383.4000000000
2021-02-28,ILPT,INDUSTRIAL LOGISTICS PROPERT REIT USD.01,0.0496011900,2985988.9500000000
2021-02-28,BGCP,BGC PARTNERS INC CL A COMMON STOCK USD.01,0.0495529300,2983084.1600000000
2021-02-28,VCRA,VOCERA COMMUNICATIONS INC COMMON STOCK USD.0003,0.0495122600,2980635.8400000000
2021-02-28,SRRK,SCHOLAR ROCK HOLDING CORP COMMON STOCK USD.001,0.0494260500,2975445.9000000000
2021-02-28,SAFE,SAFEHOLD INC REIT USD.01,0.0493573500,2971310.0000000000
2021-02-28,JRVR,JAMES RIVER GROUP HOLDINGS L COMMON STOCK USD.0002,0.0493464300,2970652.4600000000
2021-02-28,TRS,TRIMAS CORP COMMON STOCK USD.01,0.0492942000,2967508.5500000000
2021-02-28,VBTX,VERITEX HOLDINGS INC COMMON STOCK USD.01,0.0492070700,2962263.2800000000
2021-02-28,MGNX,MACROGENICS INC COMMON STOCK USD.01,0.0491397100,2958207.8100000000
2021-02-28,SBGI,SINCLAIR BROADCAST GROUP  A COMMON STOCK USD.01,0.0491052700,2956134.7500000000
2021-02-28,PBF,PBF ENERGY INC CLASS A COMMON STOCK USD.001,0.0489968800,2949609.8000000000
2021-02-28,FLGT,FULGENT GENETICS INC COMMON STOCK USD.0001,0.0489883500,2949096.2400000000
2021-02-28,GNMK,GENMARK DIAGNOSTICS INC COMMON STOCK USD.0001,0.0485489900,2922646.8000000000
2021-02-28,PGTI,PGT INNOVATIONS INC COMMON STOCK USD.01,0.0484273300,2915322.9700000000
2021-02-28,PTEN,PATTERSON UTI ENERGY INC COMMON STOCK USD.01,0.0483385100,2909976.0000000000
2021-02-28,PNTG,PENNANT GROUP INC/THE COMMON STOCK USD.001,0.0483296900,2909444.7200000000
2021-02-28,KAMN,KAMAN CORP COMMON STOCK USD1.0,0.0482672000,2905683.2400000000
2021-02-28,CEVA,CEVA INC COMMON STOCK USD.001,0.0482517200,2904751.2000000000
2021-02-28,FBK,FB FINANCIAL CORP COMMON STOCK USD1.0,0.0482516300,2904745.7200000000
2021-02-28,HOME,AT HOME GROUP INC COMMON STOCK USD.01,0.0482154600,2902568.1300000000
2021-02-28,EPAC,ENERPAC TOOL GROUP CORP COMMON STOCK USD.2,0.0481863800,2900817.4000000000
2021-02-28,LASR,NLIGHT INC COMMON STOCK,0.0480204800,2890830.2000000000
2021-02-28,WIRE,ENCORE WIRE CORP COMMON STOCK USD.01,0.0479926000,2889152.1700000000
2021-02-28,AIR,AAR CORP COMMON STOCK USD1.0,0.0479765700,2888187.1200000000
2021-02-28,AROC,ARCHROCK INC COMMON STOCK USD.01,0.0479088300,2884109.0900000000
2021-02-28,RPAY,REPAY HOLDINGS CORP COMMON STOCK USD.0001,0.0478264200,2879147.8000000000
2021-02-28,AZZ,AZZ INC COMMON STOCK USD1.0,0.0477819200,2876469.1800000000
2021-02-28,RLAY,RELAY THERAPEUTICS INC COMMON STOCK,0.0476744300,2869998.3400000000
2021-02-28,IRT,INDEPENDENCE REALTY TRUST IN REIT USD.01,0.0475088800,2860032.2400000000
2021-02-28,PRA,PROASSURANCE CORP COMMON STOCK USD.01,0.0475019500,2859615.0000000000
2021-02-28,VVNT,VIVINT SMART HOME INC COMMON STOCK,0.0474735300,2857904.0000000000
2021-02-28,SGMO,SANGAMO THERAPEUTICS INC COMMON STOCK USD.01,0.0474680500,2857574.4900000000
2021-02-28,BRMK,BROADMARK REALTY CAPITAL INC REIT,0.0474022600,2853613.8000000000
2021-02-28,UPLD,UPLAND SOFTWARE INC COMMON STOCK USD.0001,0.0472048700,2841730.7000000000
2021-02-28,HSKA,HESKA CORP COMMON STOCK USD.001,0.0471532400,2838622.8000000000
2021-02-28,FOE,FERRO CORP COMMON STOCK USD1.0,0.0467788400,2816083.8900000000
2021-02-28,SUPN,SUPERNUS PHARMACEUTICALS INC COMMON STOCK USD.001,0.0467547300,2814632.5000000000
2021-02-28,IPAR,INTER PARFUMS INC COMMON STOCK USD.001,0.0465760300,2803874.4000000000
2021-02-28,OCFC,OCEANFIRST FINANCIAL CORP COMMON STOCK USD.01,0.0462138300,2782070.1700000000
2021-02-28,FCF,FIRST COMMONWEALTH FINL CORP COMMON STOCK USD1.0,0.0460919000,2774730.1500000000
2021-02-28,HSC,HARSCO CORP COMMON STOCK USD1.25,0.0460164800,2770189.7200000000
2021-02-28,MLAB,MESA LABORATORIES INC COMMON STOCK,0.0459763200,2767771.8900000000
2021-02-28,TGH,TEXTAINER GROUP HOLDINGS LTD COMMON STOCK USD.01,0.0458762900,2761750.3200000000
2021-02-28,ATRA,ATARA BIOTHERAPEUTICS INC COMMON STOCK USD.0001,0.0456851200,2750242.0000000000
2021-02-28,STAR,ISTAR INC REIT USD.001,0.0456455200,2747858.1200000000
2021-02-28,EB,EVENTBRITE INC CLASS A COMMON STOCK USD.00001,0.0456452600,2747842.1700000000
2021-02-28,MNKD,MANNKIND CORP COMMON STOCK USD.01,0.0455917300,2744619.9900000000
2021-02-28,GIII,G III APPAREL GROUP LTD COMMON STOCK USD.01,0.0452539000,2724282.5400000000
2021-02-28,ALEX,ALEXANDER + BALDWIN INC REIT,0.0450262100,2710575.3200000000
2021-02-28,RILY,B. RILEY FINANCIAL INC COMMON STOCK USD.0001,0.0448997700,2702964.1200000000
2021-02-28,PLUS,EPLUS INC COMMON STOCK USD.01,0.0448799100,2701768.3200000000
2021-02-28,OCUL,OCULAR THERAPEUTIX INC COMMON STOCK USD.0001,0.0448596200,2700546.6600000000
2021-02-28,OXM,OXFORD INDUSTRIES INC COMMON STOCK USD1.0,0.0446827600,2689899.6800000000
2021-02-28,NNI,NELNET INC CL A COMMON STOCK USD.01,0.0446683300,2689031.4000000000
2021-02-28,EVRI,EVERI HOLDINGS INC COMMON STOCK USD.001,0.0446556100,2688265.4300000000
2021-02-28,LNTH,LANTHEUS HOLDINGS INC COMMON STOCK USD.01,0.0444658800,2676844.0000000000
2021-02-28,FREQ,FREQUENCY THERAPEUTICS INC COMMON STOCK USD.001,0.0444647900,2676777.9500000000
2021-02-28,DIN,DINE BRANDS GLOBAL INC COMMON STOCK USD.01,0.0443791700,2671623.8100000000
2021-02-28,STC,STEWART INFORMATION SERVICES COMMON STOCK USD1.0,0.0443656800,2670812.0000000000
2021-02-28,CYTK,CYTOKINETICS INC COMMON STOCK USD.001,0.0443462700,2669643.0900000000
2021-02-28,GEF,GREIF INC CL A COMMON STOCK,0.0443413600,2669347.8000000000
2021-02-28,CVGW,CALAVO GROWERS INC COMMON STOCK USD.001,0.0442962900,2666634.2500000000
2021-02-28,KOS,KOSMOS ENERGY LTD COMMON STOCK USD.01,0.0442879300,2666131.1600000000
2021-02-28,UVV,UNIVERSAL CORP/VA COMMON STOCK,0.0442632400,2664645.0600000000
2021-02-28,ACLS,AXCELIS TECHNOLOGIES INC COMMON STOCK USD.001,0.0441693200,2658990.6600000000
2021-02-28,BJRI,BJ S RESTAURANTS INC COMMON STOCK,0.0439268500,2644394.1300000000
2021-02-28,HA,HAWAIIAN HOLDINGS INC COMMON STOCK USD.01,0.0438204400,2637988.3800000000
2021-02-28,GCP,GCP APPLIED TECHNOLOGIES COMMON STOCK USD.01,0.0435756700,2623253.0100000000
2021-02-28,CLI,MACK CALI REALTY CORP REIT USD.01,0.0433439300,2609302.6300000000
2021-02-28,LADR,LADDER CAPITAL CORP REIT REIT USD.001,0.0433327400,2608628.8800000000
2021-02-28,SCS,STEELCASE INC CL A COMMON STOCK,0.0433321300,2608592.2000000000
2021-02-28,SXI,STANDEX INTERNATIONAL CORP COMMON STOCK USD1.5,0.0431806400,2599472.5400000000
2021-02-28,ECOL,US ECOLOGY INC COMMON STOCK USD.01,0.0431767000,2599235.2500000000
2021-02-28,NTGR,NETGEAR INC COMMON STOCK USD.001,0.0431734600,2599040.0000000000
2021-02-28,ZNTL,ZENTALIS PHARMACEUTICALS INC COMMON STOCK USD.001,0.0431720400,2598954.8400000000
2021-02-28,COKE,COCA COLA CONSOLIDATED INC COMMON STOCK USD1.0,0.0431632600,2598425.8400000000
2021-02-28,OPI,OFFICE PROPERTIES INCOME TRU REIT USD.01,0.0431199100,2595816.1800000000
2021-02-28,BANF,BANCFIRST CORP COMMON STOCK USD1.0,0.0428749800,2581071.4000000000
2021-02-28,DRQ,DRIL QUIP INC COMMON STOCK USD.01,0.0427309700,2572402.0800000000
2021-02-28,CDXS,CODEXIS INC COMMON STOCK USD.0001,0.0426749100,2569027.2300000000
2021-02-28,SITM,SITIME CORP COMMON STOCK USD.0001,0.0425779200,2563188.4400000000
2021-02-28,ZGNX,ZOGENIX INC COMMON STOCK USD.001,0.0422023000,2540576.2200000000
2021-02-28,OMER,OMEROS CORP COMMON STOCK USD.01,0.0419903000,2527813.7400000000
2021-02-28,CMCO,COLUMBUS MCKINNON CORP/NY COMMON STOCK USD.01,0.0418658600,2520322.4400000000
2021-02-28,CDMO,AVID BIOSERVICES INC COMMON STOCK USD.001,0.0418386300,2518683.3000000000
2021-02-28,MSEX,MIDDLESEX WATER CO COMMON STOCK,0.0418362600,2518540.9200000000
2021-02-28,OII,OCEANEERING INTL INC COMMON STOCK USD.25,0.0417994800,2516326.4000000000
2021-02-28,QUOT,QUOTIENT TECHNOLOGY INC COMMON STOCK USD.00001,0.0417215200,2511633.5200000000
2021-02-28,KRA,KRATON CORP COMMON STOCK USD.01,0.0416614800,2508019.2200000000
2021-02-28,ARCT,ARCTURUS THERAPEUTICS HOLDIN COMMON STOCK USD.001,0.0416084600,2504827.1900000000
2021-02-28,DNOW,NOW INC COMMON STOCK USD.01,0.0416020100,2504438.6300000000
2021-02-28,CHCO,CITY HOLDING CO COMMON STOCK USD2.5,0.0415391900,2500657.2900000000
2021-02-28,ELF,ELF BEAUTY INC COMMON STOCK USD.01,0.0414013500,2492359.2000000000
2021-02-28,RGR,STURM RUGER + CO INC COMMON STOCK USD1.0,0.0414003800,2492300.8000000000
2021-02-28,BUSE,FIRST BUSEY CORP COMMON STOCK USD.001,0.0413765600,2490866.9100000000
2021-02-28,VIE,VIELA BIO INC COMMON STOCK,0.0413723100,2490611.2000000000
2021-02-28,ADVM,ADVERUM BIOTECHNOLOGIES INC COMMON STOCK USD.0001,0.0411436300,2476844.3300000000
2021-02-28,HURN,HURON CONSULTING GROUP INC COMMON STOCK USD.01,0.0411174300,2475267.0000000000
2021-02-28,QNST,QUINSTREET INC COMMON STOCK USD.001,0.0410459900,2470966.5900000000
2021-02-28,NBHC,NATIONAL BANK HOLD CL A COMMON STOCK,0.0409051000,2462485.0000000000
2021-02-28,SHYF,SHYFT GROUP INC/THE COMMON STOCK USD.01,0.0408552100,2459481.3100000000
2021-02-28,TCBK,TRICO BANCSHARES COMMON STOCK,0.0408342600,2458220.2500000000
2021-02-28,FBNC,FIRST BANCORP/NC COMMON STOCK,0.0406908000,2449583.8300000000
2021-02-28,OPCH,OPTION CARE HEALTH INC COMMON STOCK USD.0001,0.0406901700,2449545.9300000000
2021-02-28,ZIOP,ZIOPHARM ONCOLOGY INC COMMON STOCK USD.001,0.0406114500,2444807.0400000000
